Symbol,Date,Close,RSI_14,MACD,BB_pctB,Volume_ratio,ML_confidence,Active_signals
NIL,2026-06-25,616.0,35.77486376351716,-0.7272902860693193,-0.03571106766109238,0.4379339370554705,0.3780156372297396,BB-lower
NICL,2026-06-25,519.0,45.51727252903719,4.20360288725999,0.1913679293652733,0.1542880575310114,0.3968508364396031,none
SAPDBL,2026-06-25,899.0,57.38011587749068,10.462345978423627,0.747629064715113,1.9659231423937304,0.5367831820157377,MACD-cross
NICA,2026-06-25,331.0,36.51905783962764,-5.506985072439647,0.14678448019173815,0.8693741103594728,0.44313209264891745,none
NHPC,2026-06-25,269.0,38.47570235340076,-3.6929044281584993,0.06103329424513719,0.3901527064900665,0.4167813499284459,none
NBL,2026-06-25,263.4,42.53914593575392,-0.8658511865490937,0.06947352531860844,0.8448345288273466,0.4516030723039023,none
NADEP,2026-06-25,730.5,39.18314726074692,-4.242190445382676,-0.15371971725743822,0.7774439900104962,0.44403017563105107,BB-lower
SBI,2026-06-25,390.8,38.62379274143776,-2.1534600117825,0.058147832202225996,4.865005192107996,0.45505347864786055,none
SBL,2026-06-25,389.8,34.02983089656212,-1.417109307730641,0.05181925512012627,0.6658147328365709,0.4562193218468542,none
ADBL,2026-06-25,306.0,38.13411808406027,-1.4850066498307228,0.16022493131819746,0.4040170140398095,0.45686245829268024,none
MANDU,2026-06-25,816.1,46.05512062758885,1.170828115050881,0.21491633687681316,1.1477781605235964,0.4559942772627202,none
CITY,2026-06-25,390.3,41.55167071084604,-3.281180562508098,0.3366724041059046,0.3219417821943865,0.4500872182030113,none
CIT,2026-06-25,1704.0,18.23263186969166,-14.715136151343811,0.0508259200579877,1.0618833495189208,0.45609437039145456,none
SKBBL,2026-06-25,758.9,41.97623187036274,-2.662738401647061,0.2205601594205142,0.9614214540805079,0.46218209808267036,none
SNLI,2026-06-25,438.5,34.75996547684255,-3.4756492035988344,0.1055766668543562,0.8101805199666023,0.44929922106192577,none
CHL,2026-06-25,267.0,32.03909012957767,-5.510399439606147,0.024635896838872882,0.6366007273014967,0.47457568302349173,none
CHDC,2026-06-25,2180.0,38.47997589615698,-25.0742176867725,0.02781617441618933,0.3815374879698356,0.4012331262297184,none
CHCL,2026-06-25,478.3,41.22028538428769,-0.7899952233115641,0.17002214145338038,0.3707056097295448,0.4456853616155603,none
SPDL,2026-06-25,368.0,27.54483034203001,-7.139856253001881,-0.10340256220285235,1.310231087571055,0.4115623648700921,BB-lower
